ID del Pedido,fecha_envio,Region,categoria,nombre_producto,venta,cantidad,descuento,ganancia
CA-2015-157812,3/26/2015,Centro,Tecnología,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
CA-2015-157812,3/26/2015,Centro,Suministros de oficina,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2,0.2,-25.9136
CA-2015-157812,3/26/2015,Centro,Suministros de oficina,XtraLife ClearVue Slant-D Ring Archivadors by Cardinal,14.112,9,0.8,-21.168
CA-2017-145142,1/25/2017,Centro,Muebles,Balt Solid Wood Rectangular Mesa,210.98,2,0,21.098
US-2016-139486,5/23/2016,Oeste,Tecnología,Motorola HK250 Universal Bluetooth Headset,55.176,3,0.2,-12.4146
US-2016-139486,5/23/2016,Oeste,Tecnología,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,0,27.1666
CA-2015-158792,01/02/2016,Este,Suministros de oficina,Staples,22.2,5,0,10.434
CA-2017-113558,10/26/2017,Sur,Muebles,Global Commerce Series High-Back Swivel/Tilt Sillas,683.952,3,0.2,42.747
CA-2017-113558,10/26/2017,Sur,Muebles,"Eldon Expressions Desk Accesorio, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
US-2015-138303,09/07/2015,Este,Suministros de oficina,Eldon Gobal File Keepers,36.336,3,0.2,-7.2672
US-2015-138303,09/07/2015,Este,Suministros de oficina,Martin Yale Chadless Opener Electric Letter Opener,666.248,1,0.2,-149.9058
US-2015-138303,09/07/2015,Este,Suministros de oficina,"White Business Sobres with Contemporary Seam, Recycled White Business Sobres",52.512,6,0.2,19.692
CA-2015-102848,11/09/2015,Oeste,Muebles,Safco Contoured Stacking Sillas,190.72,1,0.2,11.92
US-2017-129441,09/11/2017,Oeste,Muebles,Tenex Sillamats For Use With Carpeted Floors,47.94,3,0,2.397
CA-2016-168753,06/01/2016,Sur,Tecnología,Panasonic KX-TG9471B,979.95,5,0,274.386
CA-2016-168753,06/01/2016,Sur,Suministros de oficina,Presstex Flexible Ring Archivadors,22.75,5,0,11.375
CA-2016-126613,7/16/2016,Oeste,Suministros de oficina,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672
US-2017-122637,09/08/2017,Centro,Suministros de oficina,"Premier Elliptical Ring Archivador, Black",42.616,7,0.8,-68.1856
CA-2015-147851,12/08/2015,Este,Suministros de oficina,Cardinal Poly Pocket Divider Pockets for Ring Archivadors,10.752,4,0.2,3.36
CA-2015-134894,12/11/2015,Sur,Suministros de oficina,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0,41.2938
CA-2015-134894,12/11/2015,Sur,Muebles,"Situations Contoured Folding Sillas, 4/Set",283.92,4,0,70.98
CA-2014-140795,02/03/2014,Centro,Tecnología,Enermax Aurora Lite Keyboard,468.9,6,0,206.316
CA-2016-136924,7/17/2016,Oeste,Tecnología,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,8,0.2,38.0864
US-2015-120161,12/23/2015,Este,Suministros de oficina,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246
CA-2014-103849,5/16/2014,Centro,Tecnología,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264
CA-2014-103849,5/16/2014,Centro,Tecnología,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,1,0.2,6.2995
CA-2014-103849,5/16/2014,Centro,Muebles,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928
CA-2017-162929,11/22/2017,Este,Suministros de oficina,Avery Printable Repositionable Plastic Tabs,41.28,6,0.2,13.932
CA-2017-162929,11/22/2017,Este,Suministros de oficina,Xerox 1898,13.36,2,0,6.4128
CA-2015-113173,11/17/2015,Centro,Suministros de oficina,Home/Office Personal File Carts,250.272,9,0.2,15.642
CA-2015-113173,11/17/2015,Centro,Suministros de oficina,Flexible Leather- Look Classic Collection Ring Archivador,11.364,3,0.8,-17.046
CA-2015-113173,11/17/2015,Centro,Suministros de oficina,Staple remover,8.72,5,0.2,-1.744
CA-2016-136406,4/17/2016,Oeste,Muebles,HON 5400 Series Task Sillas for Big and Tall,1121.568,2,0.2,0
CA-2017-112774,09/12/2017,Sur,Muebles,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382
CA-2017-101945,11/28/2017,Centro,Suministros de oficina,Advantus T-Pin Paper Clips,10.824,3,0.2,2.5707
CA-2017-100650,07/03/2017,Oeste,Suministros de oficina,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.9872
CA-2014-155852,03/07/2014,Sur,Suministros de oficina,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048
CA-2016-113243,6/15/2016,Oeste,Suministros de oficina,Avery 473,20.7,2,0,9.936
CA-2016-113243,6/15/2016,Oeste,Muebles,Bretford Just In Time Height-Adjustable Multi-Task Work Mesas,1335.68,4,0.2,-217.048
CA-2016-113243,6/15/2016,Oeste,Suministros de oficina,Xerox 226,32.4,5,0,15.552
CA-2017-118731,11/22/2017,Oeste,Muebles,Coloredge Poster Frame,42.6,3,0,16.614
CA-2017-118731,11/22/2017,Oeste,Suministros de oficina,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,7,0.2,27.3182
CA-2014-145576,9/18/2014,Sur,Suministros de oficina,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,5,0.2,1.3
CA-2014-145576,9/18/2014,Sur,Muebles,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743
CA-2015-130736,12/09/2015,Oeste,Suministros de oficina,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2,0,0
CA-2015-130736,12/09/2015,Oeste,Suministros de oficina,Avery 509,2.61,1,0,1.2006
CA-2017-137099,12/10/2017,Oeste,Tecnología,Cisco SPA301,374.376,3,0.2,46.797
CA-2017-156951,10/08/2017,Oeste,Suministros de oficina,Personal Creations Ink Jet Cards and Labels,91.84,8,0,45.0016
CA-2017-156951,10/08/2017,Oeste,Suministros de oficina,"GBC White Gloss Covers, Plain Front",81.088,7,0.2,27.3672
CA-2017-156951,10/08/2017,Oeste,Suministros de oficina,Xerox 222,19.44,3,0,9.3312
CA-2017-156951,10/08/2017,Oeste,Muebles,Hon Every-Day Series Multi-Task Sillas,451.152,3,0.2,0
CA-2017-164826,01/04/2018,Este,Suministros de oficina,Avery 473,72.45,7,0,34.776
CA-2017-164826,01/04/2018,Este,Suministros de oficina,OIC Bulk Pack Metal Archivador Clips,13.96,4,0,6.4216
CA-2017-164826,01/04/2018,Este,Suministros de oficina,Storex Dura Pro Archivadors,33.264,7,0.2,11.2266
CA-2017-164826,01/04/2018,Este,Tecnología,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,0,4.0095
CA-2016-127250,11/07/2016,Oeste,Suministros de oficina,Newell 332,8.82,3,0,2.3814
CA-2015-149713,9/22/2015,Oeste,Suministros de oficina,Personal Creations Ink Jet Cards and Labels,160.72,14,0,78.7528
CA-2015-149713,9/22/2015,Oeste,Suministros de oficina,Rediform S.O.S. Teléfono Message Books,19.92,4,0,9.7608
CA-2015-149713,9/22/2015,Oeste,Suministros de oficina,Acme Value Line Scissors,7.3,2,0,2.19
CA-2017-118640,7/26/2017,Centro,Suministros de oficina,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,0.2,8.714
CA-2017-118640,7/26/2017,Centro,Muebles,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148
CA-2015-132906,9/14/2015,Oeste,Suministros de oficina,Martin-Yale Premier Letter Opener,51.52,4,0,1.5456
CA-2017-145233,12/05/2017,Oeste,Tecnología,GE 30524EE4,470.376,3,0.2,52.9173
CA-2017-145233,12/05/2017,Oeste,Tecnología,AT&T SB67148 SynJ,105.584,2,0.2,9.2386
CA-2017-145233,12/05/2017,Oeste,Suministros de oficina,Fellowes Basic Home/Office Series Surge Protectors,31.152,3,0.2,3.5046
CA-2017-145233,12/05/2017,Oeste,Suministros de oficina,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7,0.7,-4.7481
CA-2017-145233,12/05/2017,Oeste,Tecnología,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,4,0.2,30.4776
CA-2015-128139,07/09/2015,Sur,Muebles,Novimex High-Tech Fabric Mesh Task Silla,70.98,1,0,4.9686
CA-2015-128139,07/09/2015,Sur,Suministros de oficina,"Dot Matrix Impresora Tape Reel Labels, White, 5000/Box",294.93,3,0,144.5157
US-2016-156986,3/24/2016,Oeste,Tecnología,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362
US-2016-156986,3/24/2016,Oeste,Suministros de oficina,Xerox 225,20.736,4,0.2,7.2576
US-2016-156986,3/24/2016,Oeste,Suministros de oficina,Clear Mylar Reinforcing Strips,16.821,3,0.7,-12.8961
US-2016-156986,3/24/2016,Oeste,Suministros de oficina,Xerox 1894,10.368,2,0.2,3.6288
CA-2014-135405,1/13/2014,Centro,Suministros de oficina,Newell 312,9.344,2,0.2,1.168
CA-2014-135405,1/13/2014,Centro,Tecnología,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75
CA-2014-131450,8/15/2014,Oeste,Suministros de oficina,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748
CA-2014-131450,8/15/2014,Oeste,Tecnología,Sharp AL-1530CS Digital Fotocopiadora,1199.976,3,0.2,434.9913
CA-2014-131450,8/15/2014,Oeste,Tecnología,AT&T 1070 Corded Teléfono,445.96,5,0.2,55.745
CA-2014-131450,8/15/2014,Oeste,Muebles,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.7728
CA-2016-120180,7/16/2016,Este,Suministros de oficina,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178
US-2016-100720,7/21/2016,Este,Tecnología,Mophie Juice Pack Helium for iTeléfono,143.982,3,0.4,-28.7964
US-2016-100720,7/21/2016,Este,Tecnología,GE 2-Jack Teléfono Line Splitter,494.376,4,0.4,-115.3544
US-2016-100720,7/21/2016,Este,Suministros de oficina,Acme Value Line Scissors,5.84,2,0.2,0.73
CA-2014-149958,3/19/2014,Sur,Suministros de oficina,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847
CA-2014-149958,3/19/2014,Sur,Muebles,"Eldon Expressions Desk Accesorio, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
CA-2014-149958,3/19/2014,Sur,Suministros de oficina,Insertable Tab Post Archivador Dividers,7.218,3,0.7,-5.5338
CA-2014-149958,3/19/2014,Sur,Suministros de oficina,GBC VeloArchivador Manual Binding System,43.188,4,0.7,-31.6712
CA-2014-149958,3/19/2014,Sur,Suministros de oficina,Xerox 1889,131.904,3,0.2,47.8152
US-2014-105767,5/27/2014,Este,Suministros de oficina,Angle-D Ring Archivadors,3.282,2,0.7,-2.6256
US-2014-105767,5/27/2014,Este,Suministros de oficina,Newell 317,21.168,9,0.2,2.3814
US-2014-105767,5/27/2014,Este,Tecnología,Motorola L804,55.188,2,0.4,-10.1178
CA-2016-161816,05/01/2016,Centro,Tecnología,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773
CA-2016-161816,05/01/2016,Centro,Suministros de oficina,Avery 493,15.712,4,0.2,5.6956
CA-2016-121223,9/13/2016,Este,Suministros de oficina,Xerox 1972,8.448,2,0.2,2.64
CA-2016-121223,9/13/2016,Este,Tecnología,Cisco 8x8 Inc. 6753i IP Business Teléfono System,728.946,9,0.4,-157.9383
CA-2017-138611,11/17/2017,Este,Tecnología,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992
CA-2017-138611,11/17/2017,Este,Suministros de oficina,Prestige Round Ring Archivadors,3.648,2,0.7,-2.7968
CA-2017-117947,8/23/2017,Este,Muebles,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872
CA-2017-117947,8/23/2017,Este,Muebles,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
CA-2017-117947,8/23/2017,Este,Suministros de oficina,Recycled Easel Ring Archivadors,107.424,9,0.2,33.57
CA-2017-117947,8/23/2017,Este,Tecnología,Grandstream GXP1160 VoIP phone,37.91,1,0,10.9939
CA-2017-117947,8/23/2017,Este,Muebles,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0,27.2862
US-2014-111171,12/31/2014,Centro,Suministros de oficina,"Cardinal Slant-D Ring Archivador, Heavy Gauge Vinyl",8.69,5,0.8,-14.773
CA-2015-138009,12/03/2015,Centro,Muebles,"Global Manager's Adjustable Task Silla, Storm",301.96,2,0,87.5684
CA-2015-138009,12/03/2015,Centro,Suministros de oficina,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901
CA-2015-138009,12/03/2015,Centro,Suministros de oficina,"Mini 13-1/2 Capacity Data Archivador Rack, Pearl",523.48,4,0,130.87
CA-2015-138009,12/03/2015,Centro,Suministros de oficina,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0,46.9278
CA-2017-163020,9/19/2017,Este,Muebles,"Master Caster Door Stop, Brown",35.56,7,0,12.0904
CA-2017-153787,5/23/2017,Oeste,Suministros de oficina,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764
CA-2017-133431,12/21/2017,Oeste,Suministros de oficina,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5,0.2,5.1435
CA-2017-133431,12/21/2017,Oeste,Suministros de oficina,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3,0,6.0858
US-2016-135720,12/13/2016,Oeste,Suministros de oficina,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191
US-2016-135720,12/13/2016,Oeste,Tecnología,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
US-2016-135720,12/13/2016,Oeste,Tecnología,Jabra SPEAK 410,300.768,4,0.2,30.0768
CA-2017-144694,9/26/2017,Sur,Tecnología,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585
CA-2017-144694,9/26/2017,Sur,Suministros de oficina,"Dot Matrix Impresora Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297
CA-2015-168004,10/09/2015,Sur,Muebles,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234
US-2016-123470,8/21/2016,Oeste,Suministros de oficina,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468
US-2016-123470,8/21/2016,Oeste,Suministros de oficina,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,0.2,12.2328
CA-2016-115917,5/25/2016,Oeste,Muebles,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792
CA-2016-115917,5/25/2016,Oeste,Suministros de oficina,Wilson Jones Turn Tabs Archivador Tool for Ring Archivadors,15.424,4,0.2,5.0128
CA-2016-147067,12/22/2016,Centro,Muebles,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
CA-2017-167913,08/03/2017,Oeste,Suministros de oficina,Economy Rollaway Files,330.4,2,0,85.904
CA-2017-167913,08/03/2017,Oeste,Suministros de oficina,Avery 480,26.25,7,0,12.6
CA-2017-106103,6/15/2017,Centro,Tecnología,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
US-2017-127719,7/25/2017,Este,Suministros de oficina,Xerox 1993,6.48,1,0,3.1752
CA-2017-126221,01/05/2018,Centro,Suministros de oficina,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0,56.511
CA-2016-103947,04/08/2016,Oeste,Suministros de oficina,Staples,31.56,5,0.2,9.8625
CA-2016-103947,04/08/2016,Oeste,Suministros de oficina,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,0.2,3.0144
CA-2016-160745,12/16/2016,Oeste,Muebles,3M Hangers With Command Adhesive,14.8,4,0,6.068
CA-2016-160745,12/16/2016,Oeste,Tecnología,AT&T TR1909W,302.376,3,0.2,22.6782
CA-2016-160745,12/16/2016,Oeste,Tecnología,First Data FD10 PIN Pad,316,4,0,31.6
CA-2016-132661,10/29/2016,Este,Suministros de oficina,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318
CA-2017-140844,6/23/2017,Este,Suministros de oficina,Xerox 1943,97.82,2,0,45.9754
CA-2017-140844,6/23/2017,Este,Tecnología,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0,10.312
CA-2016-137239,8/28/2016,Este,Suministros de oficina,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164
CA-2016-137239,8/28/2016,Este,Suministros de oficina,Avery Durable Poly Archivadors,3.318,2,0.7,-2.6544
CA-2016-137239,8/28/2016,Este,Suministros de oficina,Airmail Sobres,134.288,2,0.2,45.3222
US-2016-156097,9/19/2016,Centro,Muebles,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
US-2016-156097,9/19/2016,Centro,Suministros de oficina,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8,-3.462
CA-2015-146563,8/28/2015,Centro,Suministros de oficina,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929
CA-2015-146563,8/28/2015,Centro,Suministros de oficina,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765
CA-2015-146563,8/28/2015,Centro,Muebles,Hon Racetrack Conference Mesas,918.785,5,0.3,-118.1295
CA-2015-146563,8/28/2015,Centro,Suministros de oficina,"Avery Durable Plastic 1"" Archivadors",2.724,3,0.8,-4.2222
CA-2016-123666,3/30/2016,Este,Suministros de oficina,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0,18.398
CA-2016-143308,11/04/2016,Sur,Suministros de oficina,"OIC Colored Archivador Clips, Assorted Sizes",10.74,3,0,5.2626
CA-2017-132682,06/10/2017,Centro,Suministros de oficina,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079
CA-2017-132682,06/10/2017,Centro,Suministros de oficina,Easy-staple paper,85.056,3,0.2,28.7064
CA-2017-132682,06/10/2017,Centro,Tecnología,ClearOne Communications CHAT 70 OC Speaker Teléfono,381.576,3,0.2,28.6182
CA-2014-156314,12/26/2014,Este,Muebles,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
US-2017-106663,6/13/2017,Centro,Muebles,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
US-2017-106663,6/13/2017,Centro,Muebles,"Chromcraft Bull-Nose Wood Round Conference Mesa Top, Wood Base",108.925,1,0.5,-71.8905
US-2017-106663,6/13/2017,Centro,Suministros de oficina,"Adams Telephone Message Book W/Dividers/Space For Teléfono Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,8,0.2,11.36
CA-2017-111178,6/22/2017,Centro,Suministros de oficina,Newell 331,19.56,5,0.2,1.7115
CA-2017-130351,12/08/2017,Centro,Suministros de oficina,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888
CA-2017-130351,12/08/2017,Centro,Suministros de oficina,"Southworth 100% Résumé Paper, 24lb.",38.9,5,0,17.505
CA-2017-130351,12/08/2017,Centro,Tecnología,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
US-2017-119438,3/23/2017,Centro,Suministros de oficina,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392
US-2017-119438,3/23/2017,Centro,Tecnología,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201
US-2017-119438,3/23/2017,Centro,Muebles,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262
US-2017-119438,3/23/2017,Centro,Suministros de oficina,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395
CA-2016-164511,11/24/2016,Este,Suministros de oficina,Avery Hanging File Archivadors,14.352,3,0.2,4.6644
CA-2016-164511,11/24/2016,Este,Suministros de oficina,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
CA-2016-164511,11/24/2016,Este,Suministros de oficina,Advantus Rolling Storage Box,68.6,4,0,18.522
US-2017-168116,11/04/2017,Sur,Tecnología,Cubify CubeX 3D Impresora Triple Head Print,7999.98,4,0.5,-3839.9904
US-2017-168116,11/04/2017,Sur,Suministros de oficina,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651
CA-2014-157784,07/08/2014,Sur,Tecnología,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898
CA-2014-157784,07/08/2014,Sur,Suministros de oficina,Avery 516,14.62,2,0,6.8714
CA-2014-157784,07/08/2014,Sur,Suministros de oficina,Xerox 1995,19.44,3,0,9.3312
CA-2017-161480,12/29/2017,Este,Muebles,"Bush Andora Librero, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996
US-2014-117135,6/23/2014,Sur,Muebles,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614
US-2014-117135,6/23/2014,Sur,Tecnología,Konftel 250 Conference phone - Charcoal black,284.82,1,0,74.0532
US-2014-117135,6/23/2014,Sur,Suministros de oficina,Recycled Eldon Regeneration Jumbo File,36.84,3,0,10.3152
CA-2015-131534,04/02/2015,Oeste,Tecnología,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936
CA-2015-131534,04/02/2015,Oeste,Suministros de oficina,Xerox 1977,33.4,5,0,16.032
CA-2015-119291,5/17/2015,Este,Suministros de oficina,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488
CA-2015-119291,5/17/2015,Este,Suministros de oficina,Avery 490,47.36,4,0.2,17.76
CA-2015-119291,5/17/2015,Este,Suministros de oficina,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
CA-2015-119291,5/17/2015,Este,Suministros de oficina,"Avery 4027 File Folder Labels for Dot Matrix Impresoras, 5000 Labels per Box, White",97.696,4,0.2,31.7512
CA-2015-119291,5/17/2015,Este,Suministros de oficina,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,0.2,0.8088
CA-2015-119291,5/17/2015,Este,Suministros de oficina,GBC Linen Binding Covers,18.588,2,0.7,-13.6312
CA-2015-119291,5/17/2015,Este,Suministros de oficina,Wilson Jones Custom Archivador Spines & Labels,4.896,3,0.7,-3.4272
CA-2017-114552,09/08/2017,Este,Muebles,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448
CA-2016-163755,11/08/2016,Oeste,Muebles,"Tenex ""The Solids"" Textured Silla Mats",209.88,3,0,35.6796
CA-2015-142027,4/14/2015,Oeste,Muebles,Laminate Occasional Mesas,369.912,3,0.2,-13.8717
CA-2014-138527,9/17/2014,Sur,Suministros de oficina,Xerox 220,10.368,2,0.2,3.6288
CA-2014-138527,9/17/2014,Sur,Suministros de oficina,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695
CA-2014-138527,9/17/2014,Sur,Tecnología,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824
CA-2014-112158,12/04/2014,Este,Tecnología,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824
CA-2014-112158,12/04/2014,Este,Muebles,O'Sullivan Living Dimensions 5-Shelf Libreros,883.92,5,0.2,-110.49
CA-2014-112158,12/04/2014,Este,Suministros de oficina,"Angle-D Archivadors with Locking Rings, Label Holders",46.72,8,0.2,15.768
CA-2014-113887,04/07/2014,Este,Suministros de oficina,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
CA-2017-146136,09/07/2017,Sur,Suministros de oficina,"#10- 4 1/8"" x 9 1/2"" Security-Tint Sobres",24.448,4,0.2,8.8624
US-2017-100048,5/24/2017,Este,Suministros de oficina,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0,109.7226
US-2017-100048,5/24/2017,Este,Tecnología,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
US-2017-100048,5/24/2017,Este,Tecnología,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0,113.9886
CA-2014-153150,07/06/2014,Oeste,Suministros de oficina,Cardinal Holdit Business Card Pockets,19.92,5,0.2,6.972
CA-2014-130092,1/14/2014,Este,Muebles,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
CA-2017-108910,9/29/2017,Este,Muebles,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,3,0.2,24.4758
CA-2014-104472,06/07/2014,Oeste,Suministros de oficina,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376
CA-2014-104472,06/07/2014,Oeste,Muebles,Aluminum Document Frame,73.32,6,0,21.996
CA-2016-112942,2/18/2016,Oeste,Suministros de oficina,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41
CA-2016-142335,12/19/2016,Centro,Muebles,Chromcraft Bull-Nose Wood Oval Conference Mesas & Bases,1652.94,3,0,231.4116
CA-2016-142335,12/19/2016,Centro,Suministros de oficina,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199
CA-2014-117429,10/13/2014,Este,Muebles,"Seth Thomas 16"" Steel Case Clock",129.92,5,0.2,21.112
CA-2016-114713,07/12/2016,Sur,Suministros de oficina,Acme Softgrip Scissors,45.584,7,0.2,5.1282
CA-2017-144113,9/20/2017,Centro,Suministros de oficina,"Manila Recycled Extra-Heavyweight Clasp Sobres, 6"" x 9""",17.568,2,0.2,6.3684
CA-2017-144113,9/20/2017,Centro,Tecnología,ClearSounds CSC500 Amplified Spirit Teléfono Corded phone,55.992,1,0.2,5.5992
US-2016-150861,12/06/2016,Este,Suministros de oficina,Xerox 1964,182.72,8,0,84.0512
US-2016-150861,12/06/2016,Este,Muebles,"Bevis Traditional Conference Mesa Top, Plinth Base",400.032,2,0.4,-153.3456
US-2016-150861,12/06/2016,Este,Suministros de oficina,"Personal Folder Holder, Ebony",33.63,3,0,10.089
US-2016-150861,12/06/2016,Este,Muebles,"Global Leather Highback Executive Silla with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998
US-2016-150861,12/06/2016,Este,Suministros de oficina,Avery 520,6.3,2,0,3.024
CA-2017-131954,1/25/2017,Oeste,Suministros de oficina,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
CA-2017-131954,1/25/2017,Oeste,Tecnología,Logitech Illuminated - Keyboard,179.97,3,0,86.3856
CA-2017-131954,1/25/2017,Oeste,Suministros de oficina,Wilson Jones Century Plastic Molded Ring Archivadors,99.696,6,0.2,33.6474
CA-2017-131954,1/25/2017,Oeste,Suministros de oficina,Wilson Jones Leather-Like Archivadors with DublLock Round Rings,27.936,4,0.2,9.4284
CA-2017-131954,1/25/2017,Oeste,Muebles,O'Sullivan Cherrywood Estates Traditional Librero,84.98,1,0,18.6956
CA-2017-131954,1/25/2017,Oeste,Suministros de oficina,Acco Translucent Poly Ring Archivadors,18.72,5,0.2,6.552
CA-2014-132500,09/12/2014,Oeste,Tecnología,Logitech Wireless Touch Keyboard K400,49.98,2,0,8.4966
CA-2014-112326,01/08/2014,Centro,Suministros de oficina,Avery 508,11.784,3,0.2,4.2717
